name,original_text,translated_text
BB_SHOPKEEP_ITEM_ROSARY_SET_DESC,"Loose rosaries filling your pockets? I can string &#8216;em up safe, so you won&#8217;t go losing them. Might seem a simple art, but it takes some talent to keep &#8216;em properly secure. ","Rosario yang berserakan di saku Anda? Saya bisa mengikatnya dengan aman, jadi Anda tidak akan kehilangan mereka. Mungkin terlihat seperti seni yang sederhana, tapi butuh keahlian untuk mengikatnya dengan benar agar tetap aman. "
BB_RESIDENT_MEET_ALT,"Hm? I recognise you. You&#8217;ve returned to the camp, then? Are you a pilgrim, or just a wanderer?&lt;hpage&gt;I am no pilgrim, sir, though I have travelled their paths.&lt;page&gt;Not a pilgrim? Well, it makes no difference, I suppose. We all must walk the roads, up and up, though most of us will fall long before we see the grand gates.&lt;page&gt;If you&#8217;re wise, you&#8217;ll stop here and rest a while before heading back out into that dangerous world...","Hm? Aku mengenalmu. Kau kembali ke perkemahan, ya? Apakah kau seorang peziarah, atau hanya seorang pengembara?&lt;hpage&gt;Aku bukan peziarah, tuan, meskipun aku telah menempuh jalan-jalan mereka.&lt;page&gt;Bukan peziarah? Yah, tak ada bedanya, kurasa. Kita semua harus berjalan di jalan-jalan ini, naik dan naik, meski kebanyakan dari kita akan jatuh jauh sebelum melihat gerbang besar.&lt;page&gt;Jika kamu bijak, kamu akan berhenti di sini dan beristirahat sebentar sebelum kembali ke dunia berbahaya itu..."
MOSSCREEP_TRADE_ACCEPT_2,"Mmm, the precious fruit! Yes, fragrant and round. So round! For you, you who finds berries, a nice reward of rosaries!","Hmm, buah yang berharga! Ya, harum dan bulat. Begitu bulat! Untukmu, engkau yang menemukan beri, hadiah yang indah berupa rosario!"
BB_SHOPKEEP_MEET,"O-oh! Traveller! Destined for the Citadel, yes? Well, before you embark, won&#8217;t you stop and make trade with an old pilgrim?&lt;hpage&gt;I&#8217;d see your wares, madam, though I fear I may have nothing worthy to offer in return.&lt;page&gt;Oh, worry not! If you lack fine goods to trade, we can barter still. In this devout land, we deal in the currency of faith!&lt;page&gt;Rosaries! Those finely carved beads of prayer! If you will only share some with me, I will trade you something fair.","O-oh! Pelancong! Tujuanmu ke Citadel, ya? Nah, sebelum berangkat, maukah kau berhenti sebentar dan berdagang dengan seorang peziarah tua?&lt;hpage&gt;Aku ingin melihat barang daganganmu, Nyonya, meski aku takut tak punya apa-apa yang layak untuk ditukar.&lt;page&gt;Oh, jangan khawatir! Jika Anda tidak memiliki barang bagus untuk ditukar, kita masih bisa bertukar barang. Di tanah suci ini, kita bertransaksi dengan mata uang iman!&lt;page&gt;Rosario! Butir-butir doa yang diukir dengan indah! Jika Anda bersedia berbagi beberapa dengan saya, saya akan menukar Anda dengan sesuatu yang adil."
BB_SHOPKEEP_ITEM_TOKEN_FAITH_DESC,"Seems like just a key, but who knows what it&#8217;ll unlock? I reckon it&#8217;s come from the Citadel so it must open the way to something holy!","Sepertinya hanya sebuah kunci, tapi siapa tahu apa yang akan dibukanya? Aku kira kunci ini berasal dari Citadel, jadi pasti akan membuka jalan menuju sesuatu yang suci!"
BB_SHOPKEEP_ITEM_TOOLMETAL_DESC,"A rare find, this. Shinier than faith and harder than a Craggler&#8217;s hide. A skilled craftsbug could fashion something nice out of it, if they&#8217;ve got the knowledge.","Ini adalah temuan langka. Lebih berkilau daripada iman dan lebih keras daripada kulit Craggler. Seorang tukang yang terampil dapat membuat sesuatu yang indah darinya, jika mereka memiliki pengetahuan yang cukup."
BB_FIXER_DELIVERY_POST,"For comin&#8217; all this way, take a few beads. You&#8217;ve well earned &#8216;em.","Untuk sudah repot-repot datang sejauh ini, ambil beberapa manik-manik. Kamu pantas mendapatkannya."
MOSSCREEP_INGREDIENT,"&lt;hpage&gt;Druid, I require a pitcher of your Mossberry Stew to satiate a gourmand of the Citadel. Will you pass some to me?&lt;page&gt;Mmmm! A bug who&#8217;ll consume my berry brew? Strong they&#8217;d be to bear a taste so sharp!&lt;page&gt;Here is a flavour so ripe! Searing! Flavour of pleasure and pain! They too may see the visions if they taste it strong. The visions, could they see?&lt;page&gt;Grant the stew! For your bug, mmmm... to share the visions. Yes! We shall pass it!","&lt;hpage&gt;Druid, aku membutuhkan semangkuk sup Mossberry-mu untuk memuaskan seorang pecinta kuliner dari Citadel. Maukah kau memberiku sedikit?&lt;page&gt;Mmmm! Seekor serangga yang akan meminum ramuan berry-ku? Mereka pasti kuat untuk menahan rasa yang begitu tajam!&lt;page&gt;Ini adalah rasa yang begitu matang! Membakar! Rasa kenikmatan dan penderitaan! Mereka pun mungkin melihat visi jika mencicipinya dengan kuat. Visi, apakah mereka bisa melihatnya?&lt;page&gt;Berikan supnya! Untuk seranggamu, mmmm... untuk berbagi visi. Ya! Kita akan memberikannya!"
MOSSCREEP_TRADE_FINAL_2,"Ahhh! Ahhh-ohhhh! The smell again! Stronger, stronger now! But still young yet! Listen to your sisters, little one, and grow! Oh, grow!","Ahhh! Ahhh-ohhhh! Bau itu lagi! Semakin kuat, semakin kuat sekarang! Tapi masih muda! Dengarkan kakak-kakakmu, sayang, dan tumbuhlah! Oh, tumbuhlah!"
MOSSCREEP_TRADE_FINAL_3,"Oh... mmm. Do they hurt you also, the visions? The stink? Nasty, horrible fruits. The pain!&lt;page&gt;Enough berries. We need no more. For you though, my one and only friend. My beloved. A reward!&lt;page&gt;Your amulet. Let me... transfuse. Yes. Your amulet&#8217;s tears will flow stronger still!","Oh... mmm. Apakah visi-visi itu juga menyakitimu? Bau busuknya? Buah-buahan menjijikkan dan mengerikan. Sakitnya!&lt;page&gt;Cukup beri. Kita tidak butuh lagi. Tapi untukmu, sahabatku yang satu-satunya. Kekasihku. Sebuah hadiah!&lt;page&gt;Amuletmu. Biarkan aku... mentransfusikan. Ya. Air mata amuletmu akan mengalir lebih kuat lagi!"
MOSSCREEP_TRADE_FINAL_1,"Mmm, the precious fruit! So precious! And perhaps now, we have enough. Enough, enough! For our work often begins, but never ends!","Hmm, buah yang berharga! Begitu berharga! Dan mungkin sekarang, kita sudah cukup. Cukup, cukup! Karena pekerjaan kita sering dimulai, tapi tak pernah berakhir!"
BB_RESIDENT_PILGRIMSREST,"Ah, hello again! What a blessing to see a familiar face on this treacherous climb.&lt;hpage&gt;Greetings, sir. I see you have begun your pilgrimage, or else set out for your own sake. Either way, I am glad to see you here unharmed.&lt;page&gt;Not quite unharmed... I&#8217;ve suffered my share of scrapes and burns. That&#8217;s just the nature of the journey, I suppose.&lt;page&gt;But I&#8217;ve seen so much! Great metal structures and vast scorched fields! The grandeur of it all is humbling indeed, even for one like me who was so humble to begin with.&lt;page&gt;I&#8217;ll rest here just a little longer before resuming my climb.","Ah, halo lagi! Betapa beruntungnya melihat wajah yang familiar di pendakian yang berbahaya ini.&lt;hpage&gt;Salam, Tuan. Saya lihat Anda telah memulai ziarah Anda, atau mungkin berangkat untuk kepentingan Anda sendiri. Bagaimanapun, saya senang melihat Anda di sini dalam keadaan selamat.&lt;page&gt;Tidak sepenuhnya selamat... Saya telah mengalami luka-luka dan luka bakar. Itulah sifat perjalanan ini, kurasa.&lt;page&gt;Tapi aku telah melihat begitu banyak hal! Struktur logam raksasa dan ladang terbakar yang luas! Keagungan semuanya sungguh mengagumkan, bahkan bagi seseorang sepertiku yang sudah rendah hati sejak awal.&lt;page&gt;Aku akan beristirahat di sini sebentar lagi sebelum melanjutkan pendakianku. "
MOSSCREEP_QUESTCOMPLETE,"Mmm! Mmm! This is them, the precious, promised fruits!&lt;page&gt;Drop them in, there they go, and now at last we can begin!","Mmm! Mmm! Inilah mereka, buah-buahan yang berharga dan dijanjikan!&lt;page&gt;Masukkan mereka, mereka pergi, dan sekarang akhirnya kita bisa mulai!"
BB_SHOPKEEP_ITEM_MASK_SHARD_DESC,"Just a piece of something greater, but finely crafted. You should take it with you, traveller, for luck.","Hanya sebagian kecil dari sesuatu yang lebih besar, namun dibuat dengan teliti. Bawalah bersama Anda, pelancong, untuk keberuntungan."
FUNERAL_FINAL_NONAME,"Farewell, little pilgrim. May your shell harden the path for others to tread.","Selamat jalan, pelancong kecil. Semoga cangkangmu menguatkan jalan bagi orang lain untuk dilalui."
BB_FIXER_BENCHREPAIR_REPEAT_ALT,"Times like this, all we can do is put our heads down and try to rebuild.","Di masa-masa seperti ini, yang bisa kita lakukan hanyalah fokus dan berusaha untuk membangun kembali."
MOSSCREEP_MEET_ACT3,"&lt;page&gt;Mmmm! Is it time? Our lands shake their sorrow! For the new beat, yes? Demanding! For a new rhythm...&lt;hpage&gt;These quakes you feel, they are not your land&#8217;s sadness, they are its collapse, one bound to happen if their source cannot be quelled.&lt;page&gt;What? No, no no... the beat... It is the beat our land wishes! Calls for it! Needs one new!","&lt;page&gt;Mmmm! Sudah waktunya? Tanah kita bergetar dalam kesedihan! Untuk irama baru, ya? Menuntut! Untuk irama baru...&lt;hpage&gt;Gempa yang kamu rasakan, itu bukan kesedihan tanahmu, melainkan kehancurannya, sesuatu yang pasti terjadi jika sumbernya tidak bisa diredam.&lt;page&gt;Apa? Tidak, tidak, tidak... irama... Itu adalah irama yang diinginkan tanah kita! Memintanya! Membutuhkannya yang baru!"
BB_CARETAKER_CURSED_REPEAT,"Head quick for that vein of bells, and find my uncle hidden there. If anyone&#8217;s able to point you to a cure for that thing twisting within your shell, it&#8217;ll be him. ","Segera cari urat nadi lonceng itu, dan temukan paman saya yang bersembunyi di sana. Jika ada yang bisa menunjukkan obat untuk hal yang membelit di dalam cangkangmu, dia lah orangnya. "
MOSSCREEP_INPROGRESS,"Mmm! Mmm. Who are you, little you? Not a wish granter. For you haven&#8217;t enough fruits. Three we need, three I need! Find them, find them!","Mmm! Mmm. Siapa kamu, si kecil? Bukan pemberi keinginan. Karena kamu tidak punya cukup buah. Tiga yang kita butuhkan, tiga yang aku butuhkan! Temukan mereka, temukan mereka!"
BB_FIXER_BENCHREPAIR,"Ah! Here she is, safe after all! I was worried your battle with that enormous beast had left you badly wounded.&lt;page&gt;Shames me to have left you in danger there, missy, but I&#8217;m no warrior, and my tools ain&#8217;t no match for a creature like that.&lt;hpage&gt;It is well that you kept yourself safe. This settlement needs a fixer now, not a warrior.&lt;page&gt;Heh, maybe that&#8217;s true. Times like these all we can do is put our heads down and try to rebuild.","Ah! Inilah dia, selamat akhirnya! Aku khawatir pertempuranmu dengan binatang raksasa itu telah membuatmu terluka parah.&lt;page&gt;Aku malu telah meninggalkanmu dalam bahaya di sana, nona, tapi aku bukan prajurit, dan alat-alatku tak cukup untuk melawan makhluk seperti itu.&lt;hpage&gt;Untunglah kau berhasil menyelamatkan dirimu. Perkampungan ini butuh seorang penengah sekarang, bukan prajurit.&lt;page&gt;Heh, mungkin itu benar. Di masa-masa seperti ini, yang bisa kita lakukan hanyalah menundukkan kepala dan berusaha membangun kembali."
BB_FIXER_ACT3_REPEAT,"Rest here with us, long as you like. Mightn&#8217;t be much time left, but at least we few won&#8217;t have to face that fate alone.","Beristirahatlah di sini bersama kami, selama yang Anda inginkan. Mungkin tidak banyak waktu yang tersisa, tetapi setidaknya kami yang sedikit ini tidak perlu menghadapi nasib itu sendirian."
BB_FIXER_STATUE,"Ah! Glad I caught you for a moment, miss. You&#8217;ve done a fair service to this camp, given much more&#8217;n most.&lt;page&gt;I&#8217;d been thinkin&#8217; on all your efforts, and set to making a little something to repay &#8216;em.&lt;page&gt;S&#8217;only a token, really! But I&#8217;ve put all me talent into it, much as I&#8217;ve got! Something to keep you company on the lonely roads above.&lt;page&gt;Hold onto it on your travels, and remember that you&#8217;re always welcome down here with us.","Ah! Senang bisa menangkapmu sebentar, Nona. Anda telah memberikan kontribusi yang besar bagi kamp ini, lebih dari yang kebanyakan orang lakukan.&lt;page&gt;Saya telah memikirkan semua usaha Anda, dan mulai membuat sesuatu sebagai balasan atas semuanya.&lt;page&gt;Hanya sekadar tanda terima kasih, sungguh! Tapi saya telah mencurahkan semua bakat saya ke dalamnya, sebanyak yang saya miliki! Sesuatu untuk menemani Anda di jalan-jalan sepi di atas sana.&lt;page&gt;Simpanlah itu selama perjalanan Anda, dan ingatlah bahwa Anda selalu diterima di sini bersama kami."
BB_RESIDENT_CAMP,"&lt;hpage&gt;This camp seems in poor condition, good bug. With the lands around turning deadly, I&#8217;d worry for its safety.&lt;page&gt;Aye. We surely aren&#8217;t seeing its finest moment, but this place has been serving us passing bugs for as long as any can remember.&lt;page&gt;It&#8217;s faith, you see! All those pilgrims, now and past. Our devotion holds it together. The camp&#8217;ll remain, and provide, no matter the troubles.&lt;page&gt;","&lt;hpage&gt;Kamp ini tampak dalam kondisi buruk, serangga yang baik. Dengan tanah di sekitarnya menjadi berbahaya, aku khawatir akan keamanannya.&lt;page&gt;Benar. Kita memang tidak melihat masa kejayaannya, tapi tempat ini telah melayani kita selama bertahun-tahun.&lt;page&gt;Itu adalah keyakinan, kau tahu! Semua peziarah, baik yang sekarang maupun yang lalu. Kesetiaan kita yang mempertahankannya. Kamp ini akan tetap ada dan memberikan perlindungan, tak peduli seberapa besar masalahnya.&lt;page&gt;"
FUNERAL_1,"&lt;hpage&gt;What ritual calls you all together, pilgrim?&lt;page&gt;Our brother, this poor wretch in my arms, has walked his last aching step. We gather here to sing him farewell, and to mourn our great loss.","&lt;hpage&gt;Apa ritual yang mengumpulkan kalian semua, para peziarah?&lt;page&gt;Saudara kita, orang malang ini yang ada dalam pelukanku, telah menempuh langkah terakhirnya yang penuh penderitaan. Kita berkumpul di sini untuk menyanyikan lagu perpisahan baginya, dan untuk berduka atas kehilangan besar kita."
