name;original_text;translated_text
TROUPE_LEADER_ACCEPT_QUEST_OUTRO;"&lt;hpage&gt;I am travelling these lands for my own reasons, Fleamaster. However, if I happen upon any fleas on my travels, I will aid them as best I can.&lt;page&gt;Oh, oh I could ask for nothing more! They must all be hiding or stuck in dangerous places, but if you rouse them they are sure to find their way here to us.&lt;page&gt;May the kingdom bless your travels and keep you safe, stranger! You are welcome to rest here with us whenever the roads bring you back!";"&lt;hpage&gt;Saya bepergian di tanah ini karena alasan saya sendiri, Fleamaster. Namun, jika saya kebetulan bertemu dengan kutu mana pun dalam perjalanan saya, saya akan membantu mereka sebaik mungkin. &lt;page&gt;Oh, oh saya tidak bisa meminta lebih dari itu! Mereka semua pasti bersembunyi atau terjebak di tempat-tempat berbahaya, tetapi jika Anda membangkitkan mereka, mereka pasti akan menemukan jalan mereka ke sini kepada kita. &lt;page&gt;Semoga kerajaan memberkati perjalanan Anda dan menjaga Anda tetap aman, orang asing! Anda dipersilakan untuk beristirahat di sini bersama kami kapan pun jalan membawa Anda kembali!"
TROUPE_LEADER_GREYMOOR_MEET_TRAVELED;"The journey here was long, but we didn&#8217;t lose a single flea! I&#8217;m told it&#8217;s good luck to bring a guest along when travelling, so we must have you to thank!&lt;page&gt;I trust the trip was agreeable for you. A pleasure perhaps? Nestled in with our dear little ones...&lt;hpage&gt;They certainly make for energetic travel companions. I&#8217;ve not often had opportunity to socialise with such spirited sorts.&lt;page&gt;Splendid! And now, you must go and see Grishkin, sitting there by the bubbling cauldron. After long travel, we drink to revive our spirits!";"Perjalanan ke sini panjang, tetapi kami tidak kehilangan satu kutu pun! Saya diberitahu itu adalah keberuntungan untuk membawa tamu saat bepergian, jadi kami harus berterima kasih kepada Anda! &lt;page&gt;Saya percaya perjalanan itu menyenangkan bagi Anda. Menyenangkan mungkin? Bersarang dengan si kecil kesayangan kami... &lt;hpage&gt;Mereka tentu saja menjadi teman perjalanan yang energik. Saya tidak sering memiliki kesempatan untuk bersosialisasi dengan orang-orang yang penuh semangat seperti itu. &lt;page&gt;Luar biasa! Dan sekarang, Anda harus pergi dan menemui Grishkin, duduk di sana di dekat kuali yang menggelegak. Setelah perjalanan panjang, kami minum untuk membangkitkan semangat kami!"
TROUPE_MEMBER_SHORT_BREW_FULL;"Miss Hornet, your bottle is full of Flea Brew. You know what such means! You must have drink! Har har!&lt;page&gt;When you have finish drinking, return and we will fill flask again! I&#8217;m is always brewing!";"Nona Hornet, botol Anda penuh dengan Flea Brew. Anda tahu apa artinya! Anda harus minum! Har har! &lt;page&gt;Ketika Anda selesai minum, kembalilah dan kami akan mengisi botol lagi! Saya selalu menyeduh!"
TROUPE_MEMBER_SHORT_REPEAT;"My fellows give much worry for the other fleas, but I&#8217;m not give at all. They will find their way to us, and if not, who keep count of them anyway? Har har!";Teman-teman saya sangat khawatir untuk kutu-kutu lainnya, tapi saya tidak khawatir sama sekali. Mereka akan menemukan jalan mereka kepada kita, dan jika tidak, siapa yang menghitung mereka? Har har!
TROUPE_LEADER_JUDGE_REWARD;"Ahh, and before the road steals you away from us again, allow me to offer you a humble gift!&lt;page&gt;One of the little ones found a pale artefact while digging about in the sands. A spiny, cold sort of thing.&lt;page&gt;I see no use in it for we fleas, so of course we are all too pleased, eager even, to bestow it upon our dear friend!";"Ahh, dan sebelum jalan mencuri Anda dari kami lagi, izinkan saya menawarkan Anda hadiah yang sederhana! &lt;page&gt;Salah satu si kecil menemukan artefak pucat saat menggali di pasir. Benda yang berduri dan dingin. &lt;page&gt;Saya tidak melihat kegunaannya bagi kami kutu, jadi tentu saja kami semua terlalu senang, bahkan bersemangat, untuk memberikannya kepada teman tersayang kami!"
TROUPE_LEADER_DELIVERY_FLEATOPIA_POST;"For your hard efforts and eternal friendship, please accept these meagre rosaries as reward.&lt;page&gt;Think of we fleas when you find chance to trade them!";"Untuk usaha keras dan persahabatan abadi Anda, terimalah tasbih sederhana ini sebagai hadiah. &lt;page&gt;Pikirkan kami kutu ketika Anda menemukan kesempatan untuk menukarkannya!"
CARAVAN_LECH_TALK_ACT3;"Dear one, my lone light amongst the darkness! Will you bathe in Kratt&#8217;s spa-carriage and let the warm waters wash away your worries?";Sayangku, satu-satunya cahaya saya di tengah kegelapan! Maukah Anda mandi di kereta-spa Kratt dan membiarkan air hangat menghilangkan kekhawatiran Anda?
CARAVAN_LECH_SPA_ACCEPT_2;Please, my dear, step inside! I will stand guard here while you bathe... Right on this very spot!;Tolong, sayangku, masuklah! Saya akan berjaga di sini saat Anda mandi... Tepat di tempat ini!
TROUPE_MEMBER_TALL_MEET_GREYMOOR;"Dodeshna. Want for shelter from the thick, grey air? Is heavy, and wet. I&#8217;m worry for the little flea&#8217;s health in this land.&lt;page&gt;And they make play in the filthy water. I say them stop, but they just laugh and splash on me. They are lack respect!&lt;hpage&gt;Most bugs instinctively obey those with strength and will. Speak with authority, or your commands may go unheeded.&lt;page&gt;Ugh... really, is Fleamaster&#8217;s job to teach the fleas such. I will just have rest here until is time to move on.";"Dodeshna. Ingin tempat berlindung dari udara yang tebal dan abu-abu? Berat, dan basah. Saya khawatir tentang kesehatan kutu kecil di tanah ini. &lt;page&gt;Dan mereka bermain di air kotor. Saya menyuruh mereka berhenti, tetapi mereka hanya tertawa dan menyiram saya. Mereka kurang hormat! &lt;hpage&gt;Kebanyakan serangga secara naluriah mematuhi mereka yang memiliki kekuatan dan kemauan. Bicaralah dengan otoritas, atau perintah Anda mungkin tidak dihiraukan. &lt;page&gt;Ugh... sungguh, itu pekerjaan Fleamaster untuk mengajari kutu-kutu seperti itu. Saya hanya akan beristirahat di sini sampai saatnya untuk pindah."
FG_DODGE_DECLINE;Away then, bug. Await challenger, shall I.;Pergi sana, serangga. Akan menunggu penantang, saya.
FG_BOUNCE_COMPLETED;Vikna! Our little game has ended. But I trust, after a short rest, you will play with us again?;Vikna! Permainan kecil kita telah berakhir. Tapi saya percaya, setelah istirahat sejenak, Anda akan bermain dengan kami lagi?
FESTIVAL_BOARD_TITLE_JUGGLE;Juggle;Juggling
TROUPE_LEADER_ACCEPT_QUEST1;Ahh! Do I understand you rightly, stranger? You will help gather the lonely fleas to our caravan? Truly?;Ahh! Apakah saya mengerti Anda dengan benar, orang asing? Anda akan membantu mengumpulkan kutu-kutu yang kesepian ke karavan kita? Sungguh?
TROUPE_LEADER_MEET_FLEATOPIA;"Miss Hornet! Our saviour! How dearly we had hoped you would visit.&lt;page&gt;And just look! This beautiful spot you&#8217;ve gifted us, safe apart from the dark and death of the lands beside. A place for fleas to grow smart and strong.&lt;page&gt;Here we shall see our travels end, for in Pharloom there could be no finer place to settle.&lt;hpage&gt;I am glad the location suits, Fleamaster. It is a calming thing to know these many fleas may survive. Most bugs of Pharloom seem destined for far bleaker fates.&lt;page&gt;Indeed! A hopeful future awaits! And only because of yourself and your efforts. To commemorate our arrival, it would be my pleasure to perform a small service for you.&lt;page&gt;
I have been learning to sew, and the little fleas have been gathering materials for me. I thought I could add an extra pocket to your tool pouch, to make your travels just a little easier.&lt;page&gt;
A trifling favour, much less than you deserve, but still I hope it meets to your satisfaction!";"Nona Hornet! Penyelamat kita! Betapa kami sangat berharap Anda akan berkunjung. &lt;page&gt;Dan lihat saja! Tempat indah ini yang Anda berikan kepada kami, aman terpisah dari kegelapan dan kematian di tanah-tanah di sampingnya. Sebuah tempat bagi kutu untuk tumbuh cerdas dan kuat. &lt;page&gt;Di sini kita akan melihat perjalanan kita berakhir, karena di Pharloom tidak ada tempat yang lebih baik untuk menetap. &lt;hpage&gt;Saya senang lokasinya cocok, Fleamaster. Itu adalah hal yang menenangkan untuk mengetahui bahwa banyak kutu ini dapat bertahan hidup. Sebagian besar serangga di Pharloom tampaknya ditakdirkan untuk nasib yang jauh lebih suram. &lt;page&gt;Tentu! Masa depan yang penuh harapan menanti! Dan hanya karena diri Anda sendiri dan usaha Anda. Untuk memperingati kedatangan kita, dengan senang hati saya akan melakukan layanan kecil untuk Anda. &lt;page&gt;Saya telah belajar menjahit, dan kutu-kutu kecil telah mengumpulkan bahan untuk saya. Saya pikir saya bisa menambahkan saku ekstra ke kantong peralatan Anda, untuk membuat perjalanan Anda sedikit lebih mudah. &lt;page&gt;Sebuah bantuan sepele, jauh lebih sedikit dari yang pantas Anda dapatkan, tapi saya tetap berharap itu memenuhi kepuasan Anda!"
TROUPE_LEADER_GAMES_INTRO_REFUSE;"&lt;hpage&gt;I know not what you plan, Fleamaster, and at this time I cannot participate.&lt;page&gt;Ahhhh. Ahhhhhhh! Wretches, wretches, all of us! How can we begin without you, dear friend?";"&lt;hpage&gt;Saya tidak tahu apa yang Anda rencanakan, Fleamaster, dan saat ini saya tidak bisa berpartisipasi. &lt;page&gt;Ahhhh. Ahhhhhhh! Celaka, celaka, kita semua! Bagaimana kita bisa memulai tanpa Anda, teman terkasih?"
FESTIVAL_OUTRO_SCENE;"Gathered here we are, to honour the grand champion of this very final of all festivals!&lt;page&gt;Now, Miss Hornet! Strike the great effigy with all your might!";"Berkumpul di sini kita, untuk menghormati juara agung dari festival terakhir ini! &lt;page&gt;Sekarang, Nona Hornet! Pukul patung besar itu dengan segenap kekuatan Anda!"
TROUPE_MEMBER_SHORT_REPEAT_FLEATOPIA;The little fleas like this place most of all. They are as much happy as I ever hear them!;Kutu-kutu kecil paling menyukai tempat ini. Mereka sama senangnya seperti yang pernah saya dengar!
TROUPE_LEADER_ALLRESCUED_INTRO_FULL_EARLY;Oh dear friend, Miss Hornet, look at our marvellous troupe! Their numbers full. Their spirits bright. All thanks to your heroic efforts!;Oh teman terkasih, Nona Hornet, lihatlah rombongan kita yang luar biasa! Jumlah mereka penuh. Semangat mereka cerah. Semua berkat usaha heroik Anda!
FG_BOUNCE_CHOICE;Compete in Flea Bounce?;Bersaing di Flea Bounce?
TROUPE_LEADER_MEET_JUDGE_TRAVELED;"Another journey complete! And a new, high spot for our rest, upon the doorstep of that mighty Citadel, no less!&lt;hpage&gt;It is fortunate that all of your companions survived the trek, Fleamaster. The howling rise beside, and the tangled wood before it, have both claimed the lives of countless bugs.&lt;page&gt;Indeed! A perilous ascent! Maybe it was your company that brought us luck, Miss Hornet? It surely put us fleas at ease to have you and your weapon riding close.";"Perjalanan lain selesai! Dan tempat tinggi baru untuk istirahat kita, di ambang pintu Benteng yang perkasa itu, tidak kurang! &lt;hpage&gt;Beruntung bahwa semua teman Anda selamat dari perjalanan, Fleamaster. Kaki yang melolong di samping, dan hutan yang kusut di depannya, keduanya telah merenggut nyawa serangga yang tak terhitung jumlahnya. &lt;page&gt;Memang! Pendakian yang berbahaya! Mungkin kehadiran Anda yang membawa kita keberuntungan, Nona Hornet? Tentu saja membuat kami para kutu merasa tenang memiliki Anda dan senjata Anda yang berkendara di dekatnya."
TROUPE_LEADER_ALLRESCUED_INTRO_ALT;Oh and look, Miss Hornet, look at how many lost fleas have come! It seems even the last few stragglers are now with us.;Oh dan lihat, Nona Hornet, lihat berapa banyak kutu yang hilang telah datang! Tampaknya bahkan beberapa yang terakhir sekarang bersama kita.
TROUPE_LEADER_MEET_1;"Ah! Aha! A native of these fiery lowlands approaches! Have no fear, my friend, we fleas are but humble travellers!&lt;hpage&gt;Well met sir, though like you I am not of these lands. I am merely journeying through.&lt;page&gt;Oh. Oho! A kindred spirit! It&#8217;s good luck for wanderers to meet on an unfamiliar path.";"Ah! Aha! Seorang penduduk dataran rendah yang berapi-api ini mendekat! Jangan takut, teman saya, kami kutu hanyalah pelancong yang sederhana! &lt;hpage&gt;Salam tuan, meskipun seperti Anda, saya bukan dari tanah ini. Saya hanya melakukan perjalanan. &lt;page&gt;Oh. Oho! Sebuah jiwa yang sama! Itu adalah keberuntungan bagi pengembara untuk bertemu di jalan yang tidak dikenal."
CARAVAN_LECH_TALK;"Dodeshna, dear one, dodeshna! Heh heh! Have you returned to use Kratt&#8217;s luxurious spa-carriage? I&#8217;ve kept it roastily warm for you...";Dodeshna, sayangku, dodeshna! Heh heh! Apakah Anda kembali untuk menggunakan kereta-spa mewah Kratt? Saya sudah menjaganya tetap hangat untuk Anda...
FG_JUGGLE_COMPLETED_HIGHSCORE;Vikna! The game is now ended, and the Flea Juggle champion has set an even higher score! Tremble in awe, dear fleas, at the might of our dear Miss Hornet!;Vikna! Permainan sekarang telah berakhir, dan juara Flea Juggle telah menetapkan skor yang lebih tinggi! Gemetar dalam kekaguman, wahai kutu-kutu yang terkasih, pada kekuatan Nona Hornet kita yang terkasih!
TROUPE_LEADER_INCOMPLETE_QUEST1;"There are many lost and lonely fleas still scattered across this kingdom. If only some more of them joined us, the caravan could continue its journey.&lt;page&gt;You&#8217;ll find the little dears in all sorts of strange places, for they love to peek and pry and play, but if you rouse them they are sure to find their way here!";"Ada banyak kutu yang hilang dan kesepian yang masih tersebar di seluruh kerajaan ini. Seandainya saja beberapa dari mereka bergabung dengan kita, karavan bisa melanjutkan perjalanannya. &lt;page&gt;Anda akan menemukan si kecil-kecil yang berharga di segala macam tempat aneh, karena mereka suka mengintip dan mencungkil dan bermain, tetapi jika Anda membangkitkan mereka, mereka pasti akan menemukan jalan mereka ke sini!"
TROUPE_MEMBER_TALL_FLEATOPIA_REPEAT_ACT3;"Those great rumbles from beneath, they are have sound similar to giant beast. Such beast is much sorrowful though, I am think.&lt;page&gt;Fleas and monsters alike have their troubles...";"Suara gemuruh besar dari bawah, mereka memiliki suara yang mirip dengan binatang raksasa. Binatang seperti itu sangat menyedihkan, saya pikir. &lt;page&gt;Kutu dan monster sama-sama memiliki masalah mereka..."
HORNET_FLEA_LAKE_FOUND;"&lt;hpage&gt;The Fleamaster and his caravan sought for caves offering space and safety. This calm lake and shore may prove suitable.";"&lt;hpage&gt;Fleamaster dan karavannya mencari gua-gua yang menawarkan ruang dan keamanan. Danau yang tenang dan pantai ini mungkin cocok."
TROUPE_LEADER_JUDGE_READYTOLEAVE;"Oh, Miss Hornet! Wonder at how large our caravan has grown! So bold and boisterous! This gilded chamber can barely contain us all!&lt;page&gt;The many fleas are itching to journey once more, to find a space to stretch their wings. But from here, as their leader, I am hesitant to order us so swiftly away.&lt;page&gt;These heights hold too much danger to set forth without a safe goal held clear in mind.&lt;page&gt;What of you, Miss Hornet? Your tasks carry you throughout this kingdom. Have you ever encountered a place appropriate?";"Oh, Nona Hornet! Kagumi betapa besar karavan kita telah tumbuh! Begitu berani dan riuh! Ruangan berlapis emas ini hampir tidak bisa menampung kita semua! &lt;page&gt;Banyak kutu gatal untuk melakukan perjalanan sekali lagi, untuk menemukan ruang untuk meregangkan sayap mereka. Tapi dari sini, sebagai pemimpin mereka, saya ragu untuk memerintahkan kita pergi begitu cepat. &lt;page&gt;Ketinggian ini terlalu berbahaya untuk berangkat tanpa tujuan yang aman yang jelas di pikiran. &lt;page&gt;Bagaimana dengan Anda, Nona Hornet? Tugas Anda membawa Anda ke seluruh kerajaan ini. Pernahkah Anda menemukan tempat yang sesuai?"
TROUPE_LEADER_REPEAT_GENERIC;We will camp here a time before moving onward. These moments of safety and calm must be treasured, rare as they are.;Kami akan berkemah di sini sebentar sebelum bergerak maju. Momen-momen keamanan dan ketenangan ini harus dihargai, karena langka adanya.
TROUPE_LEADER_ALLRESCUED_INTRO;Oh my dear friend, Miss Hornet, look now at how many of the lost fleas have come! It seems even the last few stragglers are now with us.;Oh teman terkasih saya, Nona Hornet, lihat sekarang berapa banyak kutu yang hilang telah datang! Tampaknya bahkan beberapa yang terakhir sekarang bersama kita.
TROUPE_LEADER_MEET_2;"And now that we have met, know that I am Fleamaster Mooshka, leader of this caravan!&lt;page&gt;Our own journey has barely begun, but you are most welcome to tarry here a while, stranger. Where ways are dark and winding, good bugs must stay close together!";"Dan sekarang kita telah bertemu, ketahuilah bahwa saya adalah Fleamaster Mooshka, pemimpin karavan ini! &lt;page&gt;Perjalanan kita sendiri baru saja dimulai, tetapi Anda dipersilakan untuk tinggal di sini sebentar, orang asing. Di mana jalan gelap dan berliku, serangga baik harus tetap dekat bersama!"
TROUPE_MEMBER_SHORT_MEET_JUDGE;"The bellowing sandy land was full of much danger. We was almost lost poor Varga to hungry worms as we travel up!&lt;page&gt;Sadly, he is finding way here after all. Har! Is only jest. Grishkin and Varga is great friends, just like all fleas is being.";"Tanah berpasir yang menderu itu penuh dengan banyak bahaya. Kami hampir kehilangan Varga yang malang karena cacing lapar saat kami bepergian! &lt;page&gt;Sayangnya, dia menemukan jalan ke sini. Har! Hanya bercanda. Grishkin dan Varga adalah teman baik, sama seperti semua kutu."
BREW_REFILL_PROMPT;Refill Flea Brew?;Isi ulang Flea Brew?
TROUPE_HUNTER_ALL_FLEAS_FOUND;"You have brought them all, bug not flea. My work is done! No more searching needed. Ours is a caravan full!&lt;page&gt;Now my duty must change. To watch. To protect. This new task I am looking much to liking.";"Anda telah membawa mereka semua, serangga bukan kutu. Pekerjaan saya selesai! Tidak perlu mencari lagi. Karavan kita penuh! &lt;page&gt;Sekarang tugas saya harus berubah. Untuk menonton. Untuk melindungi. Tugas baru ini saya sangat suka."
TROUPE_MEMBER_TALL_RETURN;"Is warm here, you agree? Is very... what is say, cosy?&lt;page&gt;The Fleamaster though, is always want to move on. We will be drag away somewhere much worse soon, I think.";"Di sini hangat, Anda setuju? Sangat... apa yang dikatakan, nyaman? &lt;page&gt;Fleamaster, bagaimanapun, selalu ingin pindah. Kita akan diseret ke tempat yang jauh lebih buruk segera, saya pikir."
CARAVAN_LECH_SPA_DECLINE;"Oh... what a shame. Heh heh! I think you&#8217;d find the waters inside delectably soothing, if you&#8217;d only reconsider!";Oh... sayang sekali. Heh heh! Saya pikir Anda akan menemukan air di dalamnya sangat menenangkan, jika Anda hanya mau mempertimbangkan kembali!
TROUPE_LEADER_DELIVERY_FLEATOPIA;"&lt;hpage&gt;Fleamaster, I bring a delivery, supplies from the couriers of Bellhart to aid your settlement.&lt;page&gt;Such dedication you continue to show us, Miss Hornet!&lt;page&gt;While we may seem safe out here at range from danger, we cannot go far to forage, and the many fleas need much nurture!&lt;page&gt;Food and provisions, such as you bring, are crucial in these desperate times.";"&lt;hpage&gt;Fleamaster, saya membawa pengiriman, persediaan dari kurir Bellhart untuk membantu pemukiman Anda. &lt;page&gt;Dedikasi seperti itu yang terus Anda tunjukkan kepada kami, Nona Hornet! &lt;page&gt;Meskipun kami mungkin tampak aman di sini dari bahaya, kami tidak bisa pergi jauh untuk mencari makan, dan banyak kutu membutuhkan banyak asuhan! &lt;page&gt;Makanan dan persediaan, seperti yang Anda bawa, sangat penting di masa-masa putus asa ini."
FG_DODGE_INTRO_REPEAT;This trial is Flea Dodge. Stay upon platforms, avoid attacks. Longer stay gives bigger score.;Percobaan ini adalah Flea Dodge. Tetap di platform, hindari serangan. Tinggal lebih lama memberikan skor lebih besar.
TROUPE_MEMBER_SHORT_MEET;"Dodeshna, dodeshna! I am saying, welcome to our caravan, stranger!&lt;page&gt;You are a very funny, very strange flea, isn&#8217;t it? No fur at all, and your wings fall off!&lt;page&gt;Har, har har har! Is just jest, of course. Us fleas famous for giving jokes!";"Dodeshna, dodeshna! Saya mengatakan, selamat datang di karavan kami, orang asing! &lt;page&gt;Anda adalah kutu yang sangat lucu, sangat aneh, bukan? Tidak ada bulu sama sekali, dan sayap Anda rontok! &lt;page&gt;Har, har har har! Tentu saja hanya bercanda. Kami kutu terkenal karena suka bercanda!"
TROUPE_MEMBER_SHORT_RETURN;Some beasts here, I see them eat through the bony ground. Is very smart! Bone is everywhere much abundant! If only I had such stomach, har har!;Beberapa binatang di sini, saya melihat mereka makan melalui tanah tulang. Sangat cerdas! Tulang di mana-mana sangat melimpah! Seandainya saja saya punya perut seperti itu, har har!
TROUPE_MEMBER_SHORT_REPEAT_FESTIVAL;Drink to full, Miss Hornet! Why waste? Be merry with us fleas before it all ends!;Minumlah sampai penuh, Nona Hornet! Kenapa disia-siakan? Bersukarialah bersama kami kutu sebelum semuanya berakhir!
FG_DODGE_COMPLETED_HIGHSCORE;Vikna. The trial has ended and you have bested your old score. Rishkiz, champion!;Vikna. Percobaan telah berakhir dan Anda telah mengalahkan skor lama Anda. Rishkiz, juara!
TROUPE_LEADER_OFFER_QUEST1_REPEAT;"Normally I would never burden a visitor with the caravan&#8217;s worries. But! Isn&#8217;t it the custom of this kingdom to share your deepest wishes with strangers?&lt;page&gt;Well, my wish is for the poor lost fleas of these lands to find their way to our caravan! Stranger, could you not help us?";"Biasanya saya tidak akan pernah membebani pengunjung dengan kekhawatiran karavan. Tapi! Bukankah sudah menjadi kebiasaan kerajaan ini untuk berbagi keinginan terdalam Anda dengan orang asing? &lt;page&gt;Nah, harapan saya adalah agar kutu-kutu malang yang hilang di tanah ini menemukan jalan mereka ke karavan kita! Orang asing, tidak bisakah Anda membantu kami?"
