name,original_text,translated_text
DOCTOR_CURSE_OFFER,"Now now! What&#8217;s all this? Infested are you, bzzt?&lt;page&gt;Do you even know who I am? Why, &#8216;tis the great Yarnaby, genius physician, unfairly outcast, who now towers before you!&lt;hpage&gt;I apologise for intruding upon your work, but if you are the skilled physician you claim, I ask your assistance.&lt;hpage&gt;A parasite has wormed its way inside of me. Its roots twist and pull inside my shell, draining my strength. If you possess the skills and tools, I would see it removed.&lt;page&gt;Bzzt! Well, well! So you&#8217;re a special, sickly specimen, are you?! That changes matters, yes. Turns them on their head!&lt;page&gt;Let me see. Hm. Not haunted, indeed. No Silk-sickness. But something strange has certainly clawed its way in!&lt;page&gt;These &#8220;roots&#8221; that torment you so... I&#8217;m not altogether familiar with them, but it matters not!&lt;page&gt;If there&#8217;s something nasty inside a shell that must come out, we use great Yarnaby&#8217;s Extricator! It&#8217;s your only hope, bzzt!&lt;page&gt;...Hmmm, but to crack your stiff shell we&#8217;ll first need some extra strength. The healing can be done, yes! But before that my mighty Extricator needs an upgrade!","Sekarang-sekarang! Apa ini semua? Kamu dipenuhi hama, bzzt?&lt;page&gt;Apakah kamu tahu siapa aku? Mengapa, inilah Yarnaby yang hebat, dokter jenius yang secara tidak adil diusir, yang kini berdiri di hadapanmu!&lt;hpage&gt;Aku minta maaf telah mengganggu pekerjaanmu, tapi jika kamu memang dokter terampil seperti yang kamu klaim, aku mohon bantuannya.&lt;hpage&gt;Seekor parasit telah merayap masuk ke dalam diriku. Akarnya berbelit-belit dan menarik di dalam cangkangku, menguras tenagaku. Jika Anda memiliki keterampilan dan alat yang diperlukan, saya ingin parasit itu diangkat.&lt;page&gt;Bzzt! Well, well! Jadi Anda adalah spesimen yang unik dan sakit-sakitan, ya?! Itu mengubah segalanya, ya. Membalikkan segalanya!&lt;page&gt;Biarkan aku melihat. Hm. Bukan hantu, memang. Bukan Silk-sickness. Tapi sesuatu yang aneh pasti telah merayap masuk!&lt;page&gt;Akar-akar ini yang menyiksamu... Aku tidak sepenuhnya familiar dengan mereka, tapi itu tidak penting!&lt;page&gt;Jika ada sesuatu yang menjijikkan di dalam cangkang yang harus dikeluarkan, kita gunakan Extricator Besar Yarnaby! Itu satu-satunya harapanmu, bzzt!&lt;page&gt;...Hmmm, tapi untuk memecahkan cangkangmu yang kaku, kita butuh kekuatan ekstra. Penyembuhan bisa dilakukan, ya! Tapi sebelum itu, Extricatorku yang perkasa butuh upgrade!"
SHOP_ITEM_SHARD_POUCH,Travellers should always keep spare shards close by. We Bellharters were once renown for our fine claw-work. An art lost on most modern pilgrims... excepting yourself I&#8217;m sure.,"Para pelancong sebaiknya selalu menyimpan potongan cadangan di dekat mereka. Kami, para Bellharter, dulu terkenal karena keahlian kami dalam membuat ukiran cakar yang indah. Sebuah seni yang telah hilang bagi kebanyakan peziarah modern... kecuali Anda, saya yakin."
BELLHERMIT_SAVED_3,"What a persistent little worm you are. Amuse me then. Why did you cut those poor bugs from their comforting curse?&lt;hpage&gt;There was old power in the creature that guided the thread, and a talent of Silk, now taken, that shall prove useful to me.&lt;hpage&gt;That the town is freed and its service returned is a benefit too. I may ofttimes feel myself apart from these bugs, but even I recoil to see Silk strung in such sickening service.&lt;page&gt;Grnk. To free them was no favour. But the gathering of power... In that goal, we may understand each other some.","Betapa gigihnya kamu, cacing kecil. Hiburlah aku. Mengapa kamu memotong serangga-serangga malang itu dari kutukan yang menenangkan mereka?&lt;hpage&gt;Ada kekuatan kuno dalam makhluk yang mengarahkan benang itu, dan bakat Sutra yang kini diambil, yang akan berguna bagiku.&lt;hpage&gt;Bahwa kota itu dibebaskan dan layanannya dikembalikan adalah keuntungan juga. Aku sering merasa terpisah dari serangga-serangga ini, tapi bahkan aku merasa jijik melihat Sutra digunakan dalam layanan yang menjijikkan.&lt;page&gt;Grnk. Membebaskan mereka bukanlah kebaikan. Tapi pengumpulan kekuatan... Dalam tujuan itu, kita mungkin bisa saling memahami."
RELIC_DEALER_RELICS,"Ahh... I smell something on you. Heavy with the past, you are. You have a relic for me, don&#8217;t you?","Ahh... Aku mencium sesuatu padamu. Kamu penuh dengan masa lalu. Kamu punya barang antik untukku, bukan?"
PINSMITH_QUEST_OFFER,"&lt;hpage&gt;Your skills are impressive. My needle sings from your care. But I must ask, can the blade be honed further?&lt;page&gt;You seek further sharpening? Further than Plinney does provide? Impertinence! But... Maybe? But... No...&lt;hpage&gt;You hesitate? Then it is possible? Are you incapable? Should I seek others within the kingdom?&lt;page&gt;Wait! Yes. Seek not others, but an oil, fabled and fine. With it the Citadel once brought gleaming edge and point to its pins.&lt;page&gt;Though the Citadel&#8217;s pinmasters are long past, some small store of that miraculous elixir may remain within its halls.&lt;page&gt;Were even a meagre drop pilfered, and gifted upon Plinney, your blade could shine brighter still...&lt;page&gt;Just know, dear friend, the veiled bugs would be oh so unkind to the thief who&#8217;d claim that fine prize for themself.","&lt;hpage&gt;Keterampilanmu sungguh mengesankan. Jarumku bernyanyi karena perawatanmu. Tapi aku harus bertanya, apakah pisau ini bisa diasah lebih tajam lagi?&lt;page&gt;Kamu mencari pengasahan lebih lanjut? Lebih dari yang Plinney berikan? Ketidaktaatan! Tapi... Mungkin? Tapi... Tidak...&lt;hpage&gt;Kamu ragu? Maka mungkin saja? Apakah kamu tidak mampu? Haruskah aku mencari orang lain di kerajaan ini?&lt;page&gt;Tunggu! Ya. Jangan cari orang lain, tapi cari minyak, yang legendaris dan halus. Dengan minyak itu, Citadel pernah memberikan tepi dan ujung yang berkilau pada jarumnya.&lt;page&gt;Meskipun para ahli jarum Citadel sudah lama tiada, mungkin masih ada sedikit sisa dari ramuan ajaib itu di dalam hall-nya.&lt;page&gt; Bahkan jika hanya setetes kecil dicuri dan diberikan kepada Plinney, pedangmu dapat bersinar lebih terang lagi...&lt;page&gt;Ketahuilah, teman ku, serangga-serangga yang tersembunyi akan sangat kejam terhadap pencuri yang mengklaim hadiah indah itu untuk dirinya sendiri."
SHOP_ITEM_TOOL_POUCH_DESC,"You&#8217;ve a tool pouch on you? I can add a few pockets so you can carry more tools, and more shards to make&#8217;em. My sewing skills are quite renowned in these parts.","Kamu punya tas alat di saku? Aku bisa menambahkan beberapa kantong agar kamu bisa membawa lebih banyak alat, dan lebih banyak potongan untuk membuatnya. Kemampuan menjahitku cukup terkenal di daerah ini."
COURIER_SHOP_MEET,"&lt;page=S&gt;Miss saving! We are together, at last! My brother and myself, both returned to safety&#8217;s safe.&lt;hpage&gt;I am pleased you have found one another. If you are planning to venture out again, I would urge you reconsider for the sake of your shells.&lt;page=S&gt;We know it! Muchly-much! We cannot be leaving this home of bells. No more! Heres we will remain, for shells to survive. &lt;page=T&gt;But we instead did plan, together, clever! Yes-yes. Those pilgrims, them that pass, maybes they will help? For small reward as we have?&lt;page=T&gt;Even you, miss saving! Yes-yes! Saving is done. Our wishes now we ask. Now is time for miss courier!","&lt;page=S&gt;Selamat datang kembali! Akhirnya kita bersama! Saudara laki-lakiku dan aku, keduanya telah kembali ke tempat aman.&lt;hpage&gt;Aku senang kalian telah menemukan satu sama lain. Jika kalian berencana untuk keluar lagi, aku menyarankan kalian untuk mempertimbangkannya kembali demi cangkang kalian.&lt;page=S&gt;Kami tahu itu! Sangat-sangat! Kami tidak bisa meninggalkan rumah lonceng ini. Tidak lagi! Di sini kami akan tetap tinggal, agar cangkang kami bisa bertahan. &lt;page=T&gt;Tapi kami memang sudah merencanakan, bersama-sama, dengan cerdas! Ya-ya. Para peziarah yang lewat, mungkin mereka bisa membantu? Dengan imbalan kecil seperti yang kami miliki?&lt;page=T&gt;Bahkan kamu, Miss Saving! Ya-ya! Menyelamatkan sudah selesai. Kini saatnya kami meminta keinginan kami. Kini saatnya Miss Courier!"
PINSMITH_QUEST_REOFFER,"Lost within that fortress above, the fabled oil of my profession... Such sharpness one could achieve...&lt;page&gt;But, oh! &#8216;Tis an awful thing. Too cruel, the many stabbing pins you&#8217;d face in its seeking.","Tersesat di dalam benteng di atas sana, minyak legendaris dari profesiku... Ketajaman yang bisa dicapai...&lt;halaman&gt;Tapi, oh! &#8216;Ini adalah hal yang mengerikan. Terlalu kejam, jarum-jarum tajam yang harus dihadapi dalam pencariannya."
SHOPKEEP_PAINT_POST,"We&#8217;ve made a good start on the painting, resident! Give us a little more time and your bell&#8217;ll be shining like new.","Kami sudah memulai pengecatan dengan baik, Pak/Bu! Berikan kami sedikit waktu lagi, dan bel Anda akan bersinar seperti baru."
BELLHERMIT_SNARE,"Hnff... So the slave comes seeking?&lt;page&gt;I&#8217;ve heard it. Wishing on a world cut free, yes? Along with my nephew up there. Sounds he&#8217;s sunk as simple as you.&lt;hpage&gt;Will you not provide your aid, bug? This trap he plans requires power, and I suspect you&#8217;re hoarding more than most.&lt;page&gt;Oh no. I&#8217;ll give it. Not in the hope you&#8217;ll succeed... Bah! In that, there&#8217;s slim chance. I give just to see that restless energy unleashed.&lt;page&gt;So much soul, found and formed. Generations of it, all going to waste. Better it&#8217;s given a chance to blaze.","Hnff... Jadi budak itu datang mencari?&lt;page&gt;Aku sudah mendengarnya. Berharap pada dunia yang bebas, ya? Bersama keponakanku di sana. Kedengarannya dia tenggelam seolah-olah dia sederhana seperti kamu.&lt;hpage&gt;Apakah kamu tidak akan memberikan bantuanmu, serangga? Perangkap yang dia rencanakan membutuhkan kekuatan, dan aku curiga kamu menyimpan lebih banyak daripada kebanyakan.&lt;page&gt;Oh tidak. Aku akan memberikannya. Bukan karena aku berharap kamu akan berhasil... Bah! Dalam hal itu, ada sedikit peluang. Aku memberikannya hanya untuk melihat energi yang tak tenang itu dilepaskan.&lt;page&gt;Begitu banyak jiwa, ditemukan dan dibentuk. Generasi demi generasi, semuanya terbuang sia-sia. Lebih baik diberi kesempatan untuk menyala."
DOCTOR_DOOR_INSPECT,A locked bellhome.&lt;br&gt;Call out?,Rumah bel yang terkunci.&lt;br&gt;Memanggil?
DOCTOR_LIFEBLOOD_STATE,"&lt;hpage&gt;Madam, my shell has been overcome by a foreign force. Plasmium it has been called in your land.&lt;hpage&gt;Though the substance provides some regenerative aid, I feel my mind at dangerous risk of being overtaken.&lt;page&gt;Bzzt! Maybe overtaken is good? Better even? Why go thinking yours is a mind so precious?&lt;page&gt;The great Yarnaby treats the sick! Not those that benefit from their afflictions. Enjoy its advantage and leave me in peace!","&lt;hpage&gt;Nyonya, cangkangku telah dikuasai oleh kekuatan asing. Di negerimu, kekuatan itu disebut Plasmium.&lt;hpage&gt;Meskipun zat tersebut memberikan bantuan regeneratif, aku merasa pikiran ku berada dalam bahaya besar untuk dikuasai.&lt;page&gt;Bzzt! Mungkin dikuasai itu baik? Bahkan lebih baik? Mengapa berpikir pikiran Anda begitu berharga?&lt;page&gt;Yarnaby yang agung menyembuhkan yang sakit! Bukan mereka yang diuntungkan dari penderitaan mereka. Nikmati keuntungannya dan biarkan aku dalam damai!"
COURIER_SHORT_MEET,"Miss Saving! Thanks again for you and your big-big blade! I&#8217;m is made it back, and grumpy grub-grub got her goods. She seemed happy, even!&lt;page&gt;I&#8217;m won&#8217;t be travelling out for a while-while methinks. Too many beasties! All about theys are. Even those pilgrims! All now going angry, a bit like old grub-grub.&lt;hpage&gt;This town remains safe for the moment, Tipp. You&#8217;re a smart bug to stay within its walls.","Miss Saving! Terima kasih lagi untukmu dan pisau besarmu! Aku sudah kembali, dan si pemarah grub-grub sudah mendapatkan barangnya. Dia bahkan terlihat senang!&lt;page&gt;Aku tidak akan bepergian keluar untuk sementara waktu, kurasa. Terlalu banyak makhluk aneh! Mereka ada di mana-mana. Bahkan para peziarah itu! Semua sekarang marah, sedikit seperti si tua grub-grub.&lt;hpage&gt;Kota ini masih aman untuk saat ini, Tipp. Kamu cerdas untuk tetap berada di dalam dindingnya."
COURIER_SHOP_INPROGRESS_1,"&lt;page=S&gt;Keep safe, miss courier! You and your deliverings, fragile both can be!","&lt;page=S&gt;Jaga diri baik-baik, Bu Kurir! Anda dan barang kiriman Anda, keduanya bisa rapuh!"
COURIER_SHOP_INPROGRESS_3,"&lt;page=T&gt;Do not wait, miss courier! You hold the deliverings, so nows you must away! A quick-quick bug, you must become yourself.","&lt;page=T&gt;Jangan tunggu, Nona Kurir! Anda memegang pengiriman, jadi sekarang Anda harus pergi! Sebuah bug cepat, Anda harus menjadi diri sendiri."
COURIER_SHORT_GOURMAND_HINT,"&lt;hpage&gt;Tipp, I have promised a wish to an old bug of the Citadel, ingredients for a dish to stir a gourmand&#8217;s stomach.&lt;hpage&gt;Do you hold in your belongings a Courier&#8217;s Rasher? It seems a key element.&lt;page&gt;Courier&#8217;s Rasher! Not me, miss savings! Smelly, fatty foods, good for most. Not good for my sensitive stomach!&lt;page&gt;You want-want my brother, Pill! Pill is big. Pill loves rashers! Can prepare them fresh for you, but first, Pill must be found, saved, safe-safe!","&lt;hpage&gt;Tipp, aku telah berjanji untuk memenuhi keinginan seekor serangga tua di Citadel, bahan-bahan untuk hidangan yang dapat menggugah selera seorang pecinta kuliner.&lt;hpage&gt;Apakah kamu memiliki Courier's Rasher di barang-barangmu? Sepertinya itu elemen kunci.&lt;page&gt;Courier's Rasher! Bukan aku, Nona Hemat! Makanan berbau dan berlemak, bagus untuk kebanyakan orang. Tapi tidak bagus untuk perut sensitifku!&lt;page&gt;Kamu mau-mau saudaraku, Pill! Pill besar. Pill suka rasher! Bisa menyiapkan yang segar untukmu, tapi dulu, Pill harus ditemukan, diselamatkan, aman-aman!"
DOCTOR_CLOSED_QUEST_END,"Bzzt! What now?! Not another bother for the great Yarnaby?&lt;hpage&gt;Madam, I have returned with the spines requested. Allow me to enter, that you may remove this parasite from my shell.","Bzzt! Apa lagi ini?! Bukan lagi gangguan untuk Yarnaby yang hebat?&lt;hpage&gt;Nyonya, saya telah kembali dengan duri-duri yang diminta. Izinkan saya masuk, agar Anda dapat menghilangkan parasit ini dari cangkang saya."
PINSMITH_UPGRADE_PROMPT,Sharpen Needle?,Asah Jarum?
PINSMITH_UPGRADED_COMPLETE,"That blade! By claw! My finest work by far. Pharloom may ail, but across its morbid dim, your needle will shine bright.","Pedang itu! Dengan cakar! Karya terbaikku sejauh ini. Pharloom mungkin sakit, tapi di kegelapan yang suramnya, jarummu akan bersinar terang."
SHOP_ITEM_FURNISHING_SPA_DESC,"Care to refresh yourself in a steaming spa? Given your hard labours, I&#8217;m sure your shell would thank you for it.","Mau segarkan diri di spa yang hangat? Mengingat kerja kerasmu, aku yakin tubuhmu akan berterima kasih padamu."
SHOP_ITEM_FURNISHING_LIGHTS_DESC,Twine strung globes filled with gleamflies. These&#8217;ll brighten up even the darkest bell.,Globe yang diikat dengan tali benang dan diisi dengan lalat berkilau. Ini akan menerangi bahkan lonceng yang paling gelap sekalipun.
COURIER_SHOP_BEGIN_DUSTPENSSLAVE_RETRY,&lt;page=S&gt;Another egg. Another grossy eater queen. Delivery for the big-big creature beyond the roaches. Maybe this one travels safer than last?,&lt;page=S&gt;Telur lain. Ratu pemakan jorok lainnya. Pengiriman untuk makhluk besar di luar kecoak. Mungkin yang ini lebih aman daripada yang terakhir?
DOCTOR_SLAP_PRE,"Specimen, we must! There are secrets to uncover, bzzt! Progress can not be denied!","Spesimen, kita harus! Ada rahasia yang harus diungkap, bzzt! Kemajuan tidak bisa dibantah!"
COURIER_SHOP_CURSED_REPEAT,"&lt;page=T&gt;With your shell all a&#8217;wriggle, you can&#8217;t be taking no deliverings! Infect the goods you would!&lt;hpage&gt;Very well, couriers. If I somehow manage to remove the parasite, I may return to offer aid.","&lt;page=T&gt;Dengan cangkangmu yang bergetar-getar, kau tidak bisa menerima pengiriman apa pun! Infeksi barang-barang itu!&lt;hpage&gt;Baiklah, kurir. Jika aku berhasil menghilangkan parasit itu, aku mungkin akan kembali untuk membantu."
DOCTOR_CURSE_ACCEPT,"Bzzt! Bravo! A specimen who sees my brilliance!&lt;page&gt;The task for you is simple. Head over into that tangled mess of cages, on the roads above the moors.&lt;page&gt;Two bugs hide away there, Benjin and Crull. Simple types, woefully ignorant... yet they have been useful in procuring me materials.&lt;page&gt;It&#8217;s Steel Spines I need. A full bundle of them, forged hard and sharp. Tougher than I&#8217;ve ever had. Tough enough to crack stone! And to pierce your thick shell, bzzt!&lt;hpage&gt;Then prepare your machine for my return, madam. I shall soon return with the spines, for I am eager to see myself freed.","Bzzt! Bravo! Seorang yang melihat kecemerlangan saya!&lt;page&gt;Tugasmu sederhana. Pergilah ke tumpukan kandang yang berantakan itu, di jalan-jalan di atas padang rumput.&lt;page&gt;Dua serangga bersembunyi di sana, Benjin dan Crull. Jenis yang sederhana, sangat bodoh... namun mereka berguna dalam menyediakan bahan-bahan untukku.&lt;page&gt; Yang aku butuhkan adalah Tulang Punggung Baja. Sebundel penuh, ditempa keras dan tajam. Lebih tangguh dari yang pernah aku miliki. Cukup tangguh untuk memecahkan batu! Dan untuk menembus cangkang tebalmu, bzzt!&lt;hpage&gt;Siapkan mesinmu untuk kembaliku, Nyonya. Aku akan segera kembali dengan tulang punggung baja, karena aku ingin melihat diriku bebas."
SHOP_ITEM_FURNISHING_DESK_NAME,Desk,Meja
PINSMITH_QUEST_ACCEPT,"&lt;hpage&gt;I will find the oil, pinmaster. My needle has seen much use in this cruel kingdom, and I suspect many more battles are due. I will value your further skills upon my blade. &lt;page&gt;It is a dangerous wish you accept of this poor pinmaster. I welly hope this one&#8217;s professional desire does not cost you your life.","&lt;hpage&gt;Aku akan menemukan minyaknya, Pinmaster. Jarumku telah banyak digunakan di kerajaan kejam ini, dan aku menduga masih banyak pertempuran yang akan datang. Aku akan menghargai keahlianmu yang lebih lanjut di pedangku. &lt;page&gt;Ini adalah keinginan berbahaya yang kau terima dari Pinmaster yang malang ini. Aku sangat berharap keinginan profesionalnya ini tidak mengorbankan nyawamu."
BELLHERMIT_CURSED_REPEAT,"If you insist on surviving your infestation, seek the one exiled from Bellhart, little Yarnaby. She was chased out, high up into the moors, last I heard.","Jika kamu bersikeras ingin selamat dari wabah ini, carilah dia yang diusir dari Bellhart, Yarnaby kecil. Dia diusir ke pegunungan tinggi, terakhir kali aku dengar."
RELIC_DEALER_GOT,"Yes... this fits my collection well. Look, then! Look at what I have!",Ya... ini cocok sekali dengan koleksiku. Lihatlah! Lihat apa yang aku punya!
BELLHERMIT_REPEAT,I&#8217;ll waste no more words on a slave. Begone.,Aku tak akan membuang-buang kata lagi untuk seorang budak. Pergi!
COURIER_SHOP_BEGIN_FIXER_RETRY,"&lt;page=T&gt;More deliverings for those sad survivors in their cave below. &lt;page=S&gt;Deliver them quick-quick, miss courier! They will help much.","&lt;page=T&gt;Lebih banyak pengiriman untuk para korban yang malang di gua mereka di bawah sana. &lt;page=S&gt;Antarkan segera, Nona Kurir! Mereka akan sangat membantu."
GREETER_TWISTED_BUD_HINT,"That cry upon you, sister! Those are the sour sobs of a grey and twisted thing.&lt;hpage&gt;You speak of the bud? It is a mysterious thing indeed. In the dank swamps above the moor, I sought towards its plaintive wails, and found it resting there... Waiting, it almost seemed.&lt;hpage&gt;But you speak of its form, without sighting it upon me. Is it a thing familiar to you?... Have you heard these cries before?&lt;page&gt;Aye, yes! Not your own specimen, surely, but way back, other travellers did sometimes carry similar. Odd types they all were. Offerings they&#8217;d call the crying things, and towards the core of Shellwood they would trek.&lt;page&gt;Never I did see one again, not the buds nor the bugs that brought the gift...&lt;page&gt;If you&#8217;re planning to follow their path, I&#8217;ll wish on your safety, but &#8216;tis an ill omen to hear such sad sounds returned after so long.","Teriakan itu padamu, saudariku! Itu adalah tangisan getir dari sesuatu yang abu-abu dan bengkok.&lt;hpage&gt;Kamu berbicara tentang kuncup itu? Itu memang sesuatu yang misterius. Di rawa-rawa lembap di atas moor, aku mengikuti tangisannya yang pilu, dan menemukannya beristirahat di sana... Menunggu, seolah-olah.&lt;hpage&gt;Tapi kau berbicara tentang bentuknya, tanpa pernah melihatnya di hadapanku. Apakah itu sesuatu yang familiar bagimu?... Apakah kau pernah mendengar tangisan-tangisan itu sebelumnya?&lt;page&gt;Ya, tentu! Bukan spesimenmu sendiri, tentu saja, tapi dulu, para pelancong lain kadang-kadang membawa yang serupa. Semua mereka aneh. Mereka menyebut makhluk-makhluk yang menangis itu sebagai persembahan, dan menuju inti Shellwood mereka akan berangkat.&lt;page&gt;Aku tidak pernah melihatnya lagi, tidak bunga-bunga maupun serangga yang membawa hadiah itu...&lt;page&gt; Jika Anda berencana mengikuti jejak mereka, saya akan mendoakan keselamatan Anda, tapi mendengar suara sedih itu kembali setelah sekian lama adalah pertanda buruk."
RELIC_DEALER_MEET,"What? What, what? Who is it? What&#8217;ve you got? What do you want?&lt;hpage&gt;I am just a traveller, one hoping you were not too badly affected by the cursed snare set upon this town.&lt;page&gt;Pah! What binds them outside means nothing to me. None of them have my keen sense, my respect for the past!&lt;page&gt;You seem able, though. Sneaky, too. If you find any fine old stuff, anything with a history to it, bring it here. I&#8217;ll take it.","Apa? Apa, apa? Siapa itu? Apa yang kamu punya? Apa yang kamu inginkan?&lt;hpage&gt;Aku hanyalah seorang pengembara, yang berharap kamu tidak terlalu parah terkena jebakan terkutuk yang dipasang di kota ini.&lt;page&gt;Pah! Apa yang mengikat mereka di luar tidak berarti apa-apa bagiku. Tidak ada di antara mereka yang memiliki insting tajamku, penghargaanku terhadap masa lalu!&lt;page&gt;Kamu sepertinya mampu, meski licik. Jika kamu menemukan barang antik yang bagus, apa pun yang memiliki sejarah, bawa ke sini. Aku akan mengambilnya."
PINSMITH_QUEST_COMPLETED,And now! This pinmaster must work! Let the sharpening begin!,Dan sekarang! Pinmaster ini harus bekerja! Mari mulai mengasah!
BELLHERMIT_SAVED_1_ALT,"Hff. The noise from above has returned, that pitiful clamour. The threads have been cut.&lt;page&gt;You... It was you who cut them. Do not deny it!&lt;hpage&gt;Why should I deny it, sir? I defeated the cruel creature above the town, and awoke the old bell stilled by Silk. Are you displeased?&lt;page&gt;Displeased! If I breathe, if I live, I am displeased. Only the dead are satisfied.&lt;page&gt;You are a slave, and a nuisance... begone.","Hff. Suara bising dari atas kembali terdengar, suara yang menyedihkan itu. Benang-benang telah diputus.&lt;halaman&gt;Kamu... Kamu yang memotongnya. Jangan menyangkalnya!&lt;hpage&gt;Mengapa aku harus menyangkalnya, tuan? Aku mengalahkan makhluk kejam di atas kota, dan membangunkannya lonceng tua yang dibungkam oleh Silk. Apakah Anda tidak puas?&lt;page&gt;Tidak puas! Jika aku bernapas, jika aku hidup, aku tidak puas. Hanya orang mati yang puas.&lt;page&gt;Kamu adalah budak, dan gangguan... pergilah."
